fun_score,id_suggest,noun,adjective,context,shatter
53,signed_cup_athletic,cup athletic,signed,full of coins,maybe
53,signed_dealer_shoe,dealer shoe,signed,in a trash bag,maybe
53,signed_felt_board,felt board,signed,with a dead battery,maybe
53,signed_kitchen_timer,kitchen timer,signed,full of coins,maybe
53,signed_litter_genie,litter genie,signed,labeled MOM,maybe
53,signed_master_key_blank,master key blank,signed,from a fire sale,maybe
53,signed_metal_detector_sand,metal detector sand,signed,won at carnival,maybe
53,signed_microscope,microscope,signed,with instructions missing page 2,maybe
53,signed_plaque_employee_month,plaque employee month,signed,from a fire sale,maybe
53,signed_retainer_case,retainer case,signed,taped shut,maybe
53,signed_sewing_form,sewing form,signed,full of sand,maybe
53,signed_shape_sorter,shape sorter,signed,with no power cord,maybe
53,signed_shot_glass_set,shot glass set,signed,labeled DO NOT SELL,yes
53,signed_stink_bomb_pack,stink bomb pack,signed,opened once,maybe
53,signed_teething_ring,teething ring,signed,wrapped in newspaper,maybe
53,signed_violin_case_empty,violin case empty,signed,with mouse droppings,maybe
52,burnt_angle_grinder,angle grinder,burnt,labeled FREE,maybe
52,burnt_aquarium_filter,aquarium filter,burnt,labeled DO NOT SELL,yes
52,burnt_fleece_raw,fleece raw,burnt,glued shut,maybe
52,burnt_grafting_knife,grafting knife,burnt,glued shut,maybe
52,burnt_hygrometer,hygrometer,burnt,from a fire sale,maybe
52,burnt_ledger_book,ledger book,burnt,taped shut,maybe
52,burnt_mask_hockey,mask hockey,burnt,with no power cord,maybe
52,burnt_model_rocket,model rocket,burnt,labeled DO NOT SELL,maybe
52,burnt_napkin_dispenser,napkin dispenser,burnt,labeled MOM,maybe
52,burnt_nightstick_foam,nightstick foam,burnt,with the wrong remote,maybe
52,burnt_safe_dial_practice,safe dial practice,burnt,with a photo,maybe
52,burnt_signed_basketball,signed basketball,burnt,in a trash bag,maybe
52,burnt_spyglass_brass,spyglass brass,burnt,from a flood,yes
52,burnt_telescope,telescope,burnt,with no power cord,maybe
52,burnt_wand_sparkly,wand sparkly,burnt,wrapped in newspaper,maybe
52,dedicated_drafting_set,drafting set,dedicated,labeled MOM,maybe
52,dedicated_evp_recorder,EVP recorder,dedicated,with the wrong remote,maybe
52,dedicated_horseshoe_set,horseshoe set,dedicated,smelling of smoke,maybe
52,dedicated_ice_pack_novelty,ice pack novelty,dedicated,with a receipt,maybe
52,dedicated_ink_well,ink well,dedicated,zip-tied,maybe
52,dedicated_jersey_framed,jersey framed,dedicated,with no power cord,maybe
52,dedicated_pin_cushion_tomato,pin cushion tomato,dedicated,full of sand,maybe
52,dedicated_rabbit_hutch_door,rabbit hutch door,dedicated,smelling of perfume,maybe
52,dedicated_rain_gauge,rain gauge,dedicated,with a dead battery,maybe
52,dedicated_seltzer_bottle,seltzer bottle,dedicated,won at carnival,maybe
52,dedicated_stretcher_fold,stretcher fold,dedicated,full of sand,maybe
52,dedicated_treat_pouch,treat pouch,dedicated,smelling of perfume,maybe
52,expired_bark_collar,bark collar,expired,with the wrong remote,maybe
52,expired_bias_tape,bias tape,expired,in a trash bag,maybe
52,expired_booster_seat,booster seat,expired,in a trash bag,maybe
52,expired_brush_roll,brush roll,expired,with mouse droppings,maybe
52,expired_crystal_ball,crystal ball,expired,zip-tied,yes
52,expired_intercom_handset,intercom handset,expired,full of sand,maybe
52,expired_ledger_book,ledger book,expired,opened once,maybe
52,expired_pill_bottle_empty,pill bottle empty,expired,with a dead battery,maybe
52,expired_scuba_mask,scuba mask,expired,with the wrong remote,maybe
52,expired_slide_rule,slide rule,expired,with the wrong remote,maybe
52,expired_surge_protector_fried,surge protector fried,expired,with a dead battery,maybe
52,expired_vhs_security_tapes,VHS security tapes,expired,with no power cord,maybe
52,expired_watercolor_tin,watercolor tin,expired,in a trash bag,maybe
52,foreclosure_blacksmith_tongs,blacksmith tongs,foreclosure,with the wrong remote,maybe
52,foreclosure_boom_arm,boom arm,foreclosure,in a trash bag,maybe
52,foreclosure_bunsen_burner,bunsen burner,foreclosure,labeled DO NOT SELL,maybe
52,foreclosure_camera_bag_empty,camera bag empty,foreclosure,smelling of perfume,maybe
52,foreclosure_cigar_humidor,cigar humidor,foreclosure,full of coins,maybe
52,foreclosure_coolers_full_of_sand,coolers full of sand,foreclosure,opened once,maybe
52,foreclosure_dat_tape,DAT tape,foreclosure,with no power cord,maybe
52,foreclosure_do_not_disturb_sign,do not disturb sign,foreclosure,with a dead battery,maybe
52,foreclosure_drone_crashed,drone crashed,foreclosure,from a flood,maybe
52,foreclosure_drum_pad,drum pad,foreclosure,with a dead battery,maybe
52,foreclosure_flash_cards,flash cards,foreclosure,smelling of smoke,maybe
52,foreclosure_floppy_box,floppy box,foreclosure,wrapped in newspaper,maybe
52,foreclosure_garden_gnome_army,garden gnome army,foreclosure,with a dead battery,maybe
52,foreclosure_gopro_mount_only,gopro mount only,foreclosure,glued shut,maybe
52,foreclosure_jumper_cables,jumper cables,foreclosure,taped shut,maybe
52,foreclosure_locksmith_picks_set,locksmith picks set,foreclosure,taped shut,maybe
52,foreclosure_microchip_scanner,microchip scanner,foreclosure,full of coins,maybe
52,foreclosure_onesie_mystery,onesie mystery,foreclosure,with no power cord,maybe
52,foreclosure_pool_noodle_bin,pool noodle bin,foreclosure,in a trash bag,maybe
52,foreclosure_resistance_bands,resistance bands,foreclosure,with the wrong remote,maybe
52,foreclosure_roman_candle,roman candle,foreclosure,with mouse droppings,maybe
52,foreclosure_rope_toy_frayed,rope toy frayed,foreclosure,with a note,maybe
52,foreclosure_skeleton_half,skeleton half,foreclosure,smelling of perfume,maybe
52,foreclosure_stilts_pair,stilts pair,foreclosure,padlocked,maybe
52,foreclosure_sugar_caddy,sugar caddy,foreclosure,with a receipt,maybe
52,foreclosure_terrarium,terrarium,foreclosure,with a note,maybe
52,foreclosure_vhs_security_tapes,VHS security tapes,foreclosure,opened once,maybe
52,lab_agility_tunnel,agility tunnel,lab,full of coins,maybe
52,lab_backing_fabric,backing fabric,lab,never opened,maybe
52,lab_bullet_belt_dummy,bullet belt dummy,lab,with a note,maybe
52,lab_carding_brushes,carding brushes,lab,from a fire sale,maybe
52,lab_fake_book_jazz,fake book jazz,lab,full of sand,maybe
52,lab_flash_cards,flash cards,lab,with the wrong remote,maybe
52,lab_hand_buzzer,hand buzzer,lab,labeled FREE,maybe
52,lab_hygrometer,hygrometer,lab,padlocked,maybe
52,lab_jump_rope_weighted,jump rope weighted,lab,from a fire sale,maybe
52,lab_kinetic_sand,kinetic sand,lab,never opened,maybe
52,lab_leash_retractable,leash retractable,lab,with a receipt,maybe
52,lab_moose_plaque,moose plaque,lab,never opened,maybe
52,lab_pallet_jack_toy,pallet jack toy,lab,zip-tied,maybe
52,lab_polaroid_pack_expired,polaroid pack expired,lab,padlocked,maybe
52,lab_quilt_frame,quilt frame,lab,zip-tied,maybe
52,lab_tuxedo_bag,tuxedo bag,lab,labeled MOM,maybe
52,limited_ashtray_tower,ashtray tower,limited,from a fire sale,maybe
52,limited_backing_fabric,backing fabric,limited,full of coins,maybe
52,limited_bunsen_burner,bunsen burner,limited,in a trash bag,maybe
52,limited_canvas_blank,canvas blank,limited,glued shut,maybe
52,limited_cello_broken,cello broken,limited,zip-tied,maybe
52,limited_flintlock_replica,flintlock replica,limited,with no power cord,maybe
52,limited_formula_can_empty,formula can empty,limited,with mouse droppings,maybe
52,limited_garage_opener,garage opener,limited,with no power cord,maybe
52,limited_hand_mixer,hand mixer,limited,padlocked,maybe
52,limited_handcuff_prop,handcuff prop,limited,from a fire sale,maybe
52,limited_hygrometer,hygrometer,limited,labeled FREE,maybe
52,limited_laserdisc,LaserDisc,limited,labeled FREE,maybe
52,limited_night_light_moon,night light moon,limited,full of rice,maybe
52,limited_rackmount_empty,rackmount empty,limited,labeled MOM,maybe
52,limited_soap_dish_shell,soap dish shell,limited,glued shut,maybe
52,limited_sprinkler_oscillating,sprinkler oscillating,limited,labeled DO NOT SELL,maybe
52,limited_unity_candle,unity candle,limited,from a fire sale,maybe
52,limited_walkie_talkie,walkie-talkie,limited,from a fire sale,maybe
52,limited_window_perch,window perch,limited,smelling of perfume,maybe
52,plastic_beetle_pins,beetle pins,plastic,full of rice,maybe
52,plastic_bo_staff,bo staff,plastic,labeled DO NOT SELL,maybe
52,plastic_bongo_pair,bongo pair,plastic,full of sand,maybe
52,plastic_brooder_lamp,brooder lamp,plastic,in a trash bag,yes
52,plastic_calligraphy_set,calligraphy set,plastic,taped shut,maybe
52,plastic_closet_flange,closet flange,plastic,in a trash bag,maybe
52,plastic_cootie_catcher_pack,cootie catcher pack,plastic,with a photo,maybe
52,plastic_defibrillator_prop,defibrillator prop,plastic,with a note,maybe
52,plastic_felt_board,felt board,plastic,never opened,maybe
52,plastic_fish_net,fish net,plastic,labeled DO NOT SELL,maybe
52,plastic_garden_hose_kinked,garden hose kinked,plastic,full of rice,maybe
52,plastic_metal_detector_sand,metal detector sand,plastic,full of sand,maybe
52,plastic_mortar_pharmacy,mortar pharmacy,plastic,zip-tied,maybe
52,plastic_neon_beer_sign,neon beer sign,plastic,full of sand,maybe
52,plastic_powder_puff,powder puff,plastic,with instructions missing page 2,maybe
52,plastic_rabbit_hutch_door,rabbit hutch door,plastic,glued shut,maybe
52,plastic_skull_candle_holder,skull candle holder,plastic,labeled MOM,maybe
52,plastic_sneezing_powder,sneezing powder,plastic,with a dead battery,maybe
52,plastic_soap_dish_shell,soap dish shell,plastic,with a note,maybe
52,plastic_stencil_pack,stencil pack,plastic,never opened,maybe
52,plastic_tongue_scraper,tongue scraper,plastic,with mouse droppings,maybe
52,rusty_circular_saw,circular saw,rusty,smelling of perfume,maybe
52,rusty_coin_sorter,coin sorter,rusty,glued shut,maybe
52,rusty_dominoes_bone,dominoes bone,rusty,labeled FREE,maybe
52,rusty_hand_puppets,hand puppets,rusty,with a receipt,maybe
52,rusty_heating_lamp,heating lamp,rusty,with the wrong remote,yes
52,rusty_katana_display,katana display,rusty,won at carnival,maybe
52,rusty_model_train_set,model train set,rusty,with a receipt,maybe
52,rusty_nunchaku_foam,nunchaku foam,rusty,labeled MOM,maybe
52,rusty_pacifier_collection,pacifier collection,rusty,labeled DO NOT SELL,maybe
52,rusty_parrot_perch,parrot perch,rusty,full of rice,maybe
52,rusty_payphone_handset,payphone handset,rusty,in a trash bag,maybe
52,rusty_pet_stroller,pet stroller,rusty,zip-tied,maybe
52,rusty_punching_bag,punching bag,rusty,opened once,maybe
52,rusty_soda_siphon,soda siphon,rusty,with mouse droppings,maybe
52,rusty_teleprompter_diy,teleprompter DIY,rusty,with instructions missing page 2,maybe
52,rusty_treat_pouch,treat pouch,rusty,with instructions missing page 2,maybe
52,rusty_tweezers_gold,tweezers gold,rusty,never opened,maybe
52,rusty_wedding_dress_boxed,wedding dress boxed,rusty,full of sand,maybe
52,rusty_welding_mask,welding mask,rusty,never opened,maybe
52,rusty_world_time_clock,world time clock,rusty,full of coins,maybe
52,rusty_wrist_guards,wrist guards,rusty,taped shut,maybe
52,school_backdrop_roll,backdrop roll,school,padlocked,maybe
52,school_batting_roll,batting roll,school,smelling of perfume,maybe
52,school_bongo_pair,bongo pair,school,labeled DO NOT SELL,maybe
52,school_candy_thermometer,candy thermometer,school,wrapped in newspaper,maybe
52,school_chuckit_launcher,chuckit launcher,school,with mouse droppings,maybe
52,school_commode_chair,commode chair,school,taped shut,maybe
52,school_conditioner_gallon,conditioner gallon,school,with a photo,maybe
52,school_creamer_cow,creamer cow,school,smelling of smoke,maybe
52,school_harmonica_chrome,harmonica chrome,school,with a receipt,maybe
52,school_label_maker,label maker,school,smelling of smoke,maybe
52,school_litter_genie,litter genie,school,full of coins,maybe
52,school_menorah,menorah,school,padlocked,maybe
52,school_mood_light,mood light,school,won at carnival,maybe
52,school_shell_casing_jar,shell casing jar,school,won at carnival,maybe
52,school_tennis_racket_wood,tennis racket wood,school,zip-tied,maybe
52,school_treat_pouch,treat pouch,school,with a note,maybe
52,signed_ammo_crate_wood,ammo crate wood,signed,smelling of smoke,maybe
52,signed_binoculars,binoculars,signed,with instructions missing page 2,maybe
52,signed_dice_casino,dice casino,signed,glued shut,maybe
52,signed_fish_food_tin,fish food tin,signed,with instructions missing page 2,maybe
52,signed_flare_gun_prop,flare gun prop,signed,with a note,maybe
52,signed_golf_club_set,golf club set,signed,with the wrong remote,maybe
52,signed_mask_venetian,mask Venetian,signed,with instructions missing page 2,maybe
52,signed_nail_kit,nail kit,signed,with a photo,maybe
52,signed_straight_razor,straight razor,signed,from a fire sale,maybe
52,signed_tuxedo_bag,tuxedo bag,signed,never opened,maybe
52,signed_ultrasonic_trainer,ultrasonic trainer,signed,full of rice,maybe
52,signed_vanity_plate,vanity plate,signed,never opened,maybe
51,burnt_activity_gym,activity gym,burnt,zip-tied,maybe
51,burnt_badge_press,badge press,burnt,won at carnival,maybe
51,burnt_bonsai_tools,bonsai tools,burnt,wrapped in newspaper,maybe
51,burnt_eyelash_curler,eyelash curler,burnt,glued shut,maybe
51,burnt_flash_bulb_box,flash bulb box,burnt,zip-tied,maybe
51,burnt_forklift_key,forklift key,burnt,with a receipt,maybe
51,burnt_golf_club_set,golf club set,burnt,opened once,maybe
51,burnt_guest_book,guest book,burnt,with the wrong remote,maybe
51,burnt_hat_box_leather,hat box leather,burnt,with instructions missing page 2,maybe
51,burnt_hemming_bird,hemming bird,burnt,full of coins,maybe
51,burnt_instant_pot_clone,instant pot clone,burnt,padlocked,maybe
51,burnt_laserdisc,LaserDisc,burnt,from a fire sale,maybe
51,burnt_manga_stack,manga stack,burnt,in a trash bag,maybe
51,burnt_maracas,maracas,burnt,never opened,maybe
51,burnt_marquee_letter,marquee letter,burnt,from a flood,maybe
51,burnt_matchbook_collection,matchbook collection,burnt,with the wrong remote,maybe
51,burnt_model_airplane,model airplane,burnt,with a photo,maybe
51,burnt_playpen,playpen,burnt,with a photo,maybe
51,burnt_putty_thinking,putty thinking,burnt,won at carnival,maybe
51,burnt_sea_chest,sea chest,burnt,full of rice,maybe
51,burnt_stethoscope,stethoscope,burnt,with mouse droppings,maybe
51,dedicated_button_maker,button maker,dedicated,wrapped in newspaper,maybe
51,dedicated_cotton_candy_spinner,cotton candy spinner,dedicated,zip-tied,maybe
51,dedicated_cuttlebone,cuttlebone,dedicated,from a fire sale,maybe
51,dedicated_doily_stack,doily stack,dedicated,full of sand,maybe
51,dedicated_glockenspiel,glockenspiel,dedicated,taped shut,maybe
51,dedicated_hospital_tray,hospital tray,dedicated,never opened,maybe
51,dedicated_kong_dirty,kong dirty,dedicated,zip-tied,maybe
51,dedicated_mortar_pharmacy,mortar pharmacy,dedicated,labeled DO NOT SELL,maybe
51,dedicated_mouthwash_novelty,mouthwash novelty,dedicated,padlocked,maybe
51,dedicated_oxygen_mask_demo,oxygen mask demo,dedicated,with a dead battery,maybe
51,dedicated_parachute_toy,parachute toy,dedicated,never opened,maybe
51,dedicated_plaque_employee_month,plaque employee month,dedicated,padlocked,maybe
51,dedicated_pottery_wheel,pottery wheel,dedicated,in a trash bag,maybe
51,dedicated_swing_cradle,swing cradle,dedicated,labeled FREE,maybe
51,dedicated_treasure_map_fake,treasure map fake,dedicated,from a fire sale,maybe
51,dedicated_trunk_steamer,trunk steamer,dedicated,full of coins,maybe
51,expired_arcade_stick,arcade stick,expired,from a fire sale,maybe
51,expired_blanket_chest,blanket chest,expired,full of coins,maybe
51,expired_camera_bag_empty,camera bag empty,expired,glued shut,maybe
51,expired_egg_cup_set,egg cup set,expired,won at carnival,maybe
51,expired_emf_meter_toy,EMF meter toy,expired,padlocked,maybe
51,expired_glaze_bottles,glaze bottles,expired,glued shut,maybe
51,expired_humidifier_fish,humidifier fish,expired,wrapped in newspaper,maybe
51,expired_kite_broken,kite broken,expired,smelling of perfume,maybe
51,expired_life_vest_airline,life vest airline,expired,glued shut,maybe
51,expired_mic_stand,mic stand,expired,never opened,maybe
51,expired_moose_plaque,moose plaque,expired,full of rice,maybe
51,expired_paint_by_numbers,paint by numbers,expired,won at carnival,maybe
51,expired_scanner_flatbed,scanner flatbed,expired,with instructions missing page 2,maybe
51,expired_shower_caddy,shower caddy,expired,full of sand,maybe
51,expired_thermos_giant,thermos giant,expired,won at carnival,maybe
51,expired_toilet_seat_gold,toilet seat gold,expired,with a receipt,maybe
51,foreclosure_activity_gym,activity gym,foreclosure,full of sand,maybe
51,foreclosure_airbrush_kit,airbrush kit,foreclosure,from a flood,maybe
51,foreclosure_cone_of_shame,cone of shame,foreclosure,labeled FREE,maybe
51,foreclosure_fever_strip,fever strip,foreclosure,opened once,maybe
51,foreclosure_first_aid_antique,first aid antique,foreclosure,labeled MOM,maybe
51,foreclosure_glaze_bottles,glaze bottles,foreclosure,smelling of perfume,maybe
51,foreclosure_humidifier_fish,humidifier fish,foreclosure,labeled MOM,maybe
51,foreclosure_modeling_clay,modeling clay,foreclosure,with no power cord,maybe
51,foreclosure_popcorn_machine,popcorn machine,foreclosure,with a dead battery,maybe
51,foreclosure_step_stool_kids,step stool kids,foreclosure,with a dead battery,maybe
51,foreclosure_table_runner,table runner,foreclosure,smelling of perfume,maybe
51,foreclosure_tarot_deck,tarot deck,foreclosure,with mouse droppings,maybe
51,lab_bill_counter,bill counter,lab,wrapped in newspaper,maybe
51,lab_canvas_blank,canvas blank,lab,with the wrong remote,maybe
51,lab_centrifuge_toy,centrifuge toy,lab,labeled MOM,maybe
51,lab_certificate_laminated,certificate laminated,lab,won at carnival,maybe
51,lab_clicker_training,clicker training,lab,labeled DO NOT SELL,maybe
51,lab_crepe_maker,crepe maker,lab,with no power cord,maybe
51,lab_crib_mobile,crib mobile,lab,padlocked,maybe
51,lab_crutches_pair,crutches pair,lab,with instructions missing page 2,maybe
51,lab_crystal_cluster,crystal cluster,lab,smelling of perfume,yes
51,lab_eyelash_curler,eyelash curler,lab,with a note,maybe
51,lab_jersey_framed,jersey framed,lab,never opened,maybe
51,lab_jumperoo,jumperoo,lab,with no power cord,maybe
51,lab_kong_dirty,kong dirty,lab,labeled FREE,maybe
51,lab_mask_venetian,mask Venetian,lab,with a note,maybe
51,lab_military_uniform,military uniform,lab,opened once,maybe
51,lab_pendulum_kit,pendulum kit,lab,glued shut,maybe
51,lab_playdough_dried,playdough dried,lab,from a flood,maybe
51,lab_scale_weighing_pets,scale weighing pets,lab,glued shut,maybe
51,lab_shot_glass_set,shot glass set,lab,full of sand,yes
51,lab_training_dummy,training dummy,lab,with a receipt,maybe
51,lab_trombone_slide,trombone slide,lab,labeled DO NOT SELL,maybe
51,lab_water_bottle_sipper,water bottle sipper,lab,with mouse droppings,maybe
51,limited_aftershave_splash,aftershave splash,limited,full of sand,maybe
51,limited_bib_stack,bib stack,limited,with instructions missing page 2,maybe
51,limited_cake_stand,cake stand,limited,labeled MOM,maybe
51,limited_camping_stove,camping stove,limited,full of rice,maybe
51,limited_cigar_humidor,cigar humidor,limited,opened once,maybe
51,limited_cymbal_cracked,cymbal cracked,limited,full of rice,maybe
51,limited_exercise_bike,exercise bike,limited,with a dead battery,maybe
51,limited_flea_bomb_empty,flea bomb empty,limited,smelling of smoke,maybe
51,limited_foot_spa,foot spa,limited,full of coins,maybe
51,limited_frisbee_dog,frisbee dog,limited,with the wrong remote,maybe
51,limited_hubcap_chrome,hubcap chrome,limited,full of sand,maybe
51,limited_ice_cream_maker,ice cream maker,limited,with the wrong remote,maybe
51,limited_jumperoo,jumperoo,limited,opened once,maybe
51,limited_microscope,microscope,limited,from a flood,maybe
51,limited_oil_lamp_glass,oil lamp glass,limited,glued shut,yes
51,limited_shake_weight,shake weight,limited,smelling of smoke,maybe
51,limited_singing_bowl,singing bowl,limited,won at carnival,maybe
51,limited_tennis_racket_wood,tennis racket wood,limited,labeled FREE,maybe
51,limited_visa_stamp_toy,visa stamp toy,limited,with instructions missing page 2,maybe
51,plastic_bolt_cutters,bolt cutters,plastic,with mouse droppings,maybe
51,plastic_co_detector,CO detector,plastic,glued shut,maybe
51,plastic_equalizer_rack,equalizer rack,plastic,smelling of smoke,maybe
51,plastic_flight_harness,flight harness,plastic,full of sand,maybe
51,plastic_lawn_flamingo_pair,lawn flamingo pair,plastic,smelling of perfume,maybe
51,plastic_night_guard,night guard,plastic,labeled FREE,maybe
51,plastic_prom_dress_bag,prom dress bag,plastic,with instructions missing page 2,maybe
51,plastic_robot_vacuum_dead,robot vacuum dead,plastic,padlocked,maybe
51,plastic_sewing_form,sewing form,plastic,zip-tied,maybe
51,plastic_snorkel_set,snorkel set,plastic,wrapped in newspaper,maybe
51,plastic_teething_ring,teething ring,plastic,labeled MOM,maybe
51,plastic_vr_headset_dusty,VR headset dusty,plastic,zip-tied,maybe
51,rusty_brooder_lamp,brooder lamp,rusty,full of rice,yes
51,rusty_citronella_bucket,citronella bucket,rusty,with no power cord,maybe
51,rusty_coffee_maker,coffee maker,rusty,opened once,maybe
51,rusty_cross_stitch_kit,cross stitch kit,rusty,with no power cord,maybe
51,rusty_cushion_insert,cushion insert,rusty,padlocked,maybe
51,rusty_decanter,decanter,rusty,with a note,maybe
51,rusty_equalizer_rack,equalizer rack,rusty,glued shut,maybe
51,rusty_license_plate,license plate,rusty,smelling of perfume,maybe
51,rusty_lint_roller_pack,lint roller pack,rusty,labeled DO NOT SELL,maybe
51,rusty_massage_chair_pad,massage chair pad,rusty,from a flood,maybe
51,rusty_padlock_collection,padlock collection,rusty,with a receipt,maybe
51,rusty_pressing_cloth,pressing cloth,rusty,from a flood,maybe
51,rusty_recorder_plastic,recorder plastic,rusty,with mouse droppings,maybe
51,rusty_sound_machine,sound machine,rusty,labeled FREE,maybe
51,rusty_spirit_board_cheap,spirit board cheap,rusty,opened once,maybe
51,rusty_test_kit_water,test kit water,rusty,zip-tied,maybe
51,rusty_tongue_scraper,tongue scraper,rusty,labeled MOM,maybe
51,school_deer_antler,deer antler,school,smelling of perfume,maybe
51,school_dehumidifier_dead,dehumidifier dead,school,zip-tied,maybe
51,school_dentist_chair_lamp,dentist chair lamp,school,from a flood,yes
51,school_dvr_dusty,DVR dusty,school,with mouse droppings,maybe
51,school_hacky_sack_jar,hacky sack jar,school,with a photo,maybe
51,school_hair_dryer,hair dryer,school,in a trash bag,maybe
51,school_laminator,laminator,school,with no power cord,maybe
51,school_mouthguard_case,mouthguard case,school,glued shut,maybe
51,school_nebulizer,nebulizer,school,opened once,maybe
51,school_pruning_shears,pruning shears,school,won at carnival,maybe
51,school_punch_card_rack,punch card rack,school,from a fire sale,maybe
51,school_sand_timer_giant,sand timer giant,school,with a receipt,maybe
51,school_seat_belt_pet,seat belt pet,school,in a trash bag,maybe
51,school_slime_jar,slime jar,school,smelling of perfume,maybe
51,school_snake_drain,snake drain,school,never opened,maybe
51,school_tongs_feeding,tongs feeding,school,labeled FREE,maybe
51,school_warehouse_clipboard,warehouse clipboard,school,opened once,maybe
51,signed_air_stone_pack,air stone pack,signed,opened once,maybe
51,signed_anvil_mini,anvil mini,signed,padlocked,maybe
51,signed_atari_2600,Atari 2600,signed,smelling of perfume,maybe
51,signed_compass,compass,signed,full of coins,maybe
51,signed_deep_fryer,deep fryer,signed,with a dead battery,maybe
51,signed_easel_collapsible,easel collapsible,signed,with a receipt,maybe
51,signed_gate_remote,gate remote,signed,smelling of perfume,maybe
51,signed_gi_joe_footlocker,G.I. Joe footlocker,signed,padlocked,maybe
51,signed_hand_mixer,hand mixer,signed,labeled FREE,maybe
51,signed_high_chair,high chair,signed,with a dead battery,maybe
51,signed_lab_flask,lab flask,signed,with a dead battery,maybe
51,signed_live_rock_dry,live rock dry,signed,with mouse droppings,maybe
51,signed_mouthpiece,mouthpiece,signed,full of rice,maybe
51,signed_night_guard,night guard,signed,padlocked,maybe
51,signed_petri_dishes,petri dishes,signed,smelling of smoke,maybe
51,signed_rackmount_empty,rackmount empty,signed,with a dead battery,maybe
51,signed_rosary,rosary,signed,with a dead battery,maybe
51,signed_shuriken_set,shuriken set,signed,with a note,maybe
50,burnt_back_scrubber,back scrubber,burnt,with a dead battery,maybe
50,burnt_badminton_set,badminton set,burnt,with a note,maybe
50,burnt_dat_tape,DAT tape,burnt,opened once,maybe
50,burnt_film_reel,film reel,burnt,padlocked,maybe
50,burnt_footlocker_camp,footlocker camp,burnt,labeled FREE,maybe
50,burnt_hive_frame,hive frame,burnt,full of sand,maybe
50,burnt_humidifier_fish,humidifier fish,burnt,with a dead battery,maybe
50,burnt_meditation_cushion,meditation cushion,burnt,won at carnival,maybe
50,burnt_step_stool_kids,step stool kids,burnt,never opened,maybe
50,burnt_terrarium,terrarium,burnt,from a flood,maybe
50,burnt_ultrasound_photo,ultrasound photo,burnt,labeled MOM,maybe
50,burnt_wrist_guards,wrist guards,burnt,smelling of perfume,maybe
50,dedicated_alphabet_blocks,alphabet blocks,dedicated,with mouse droppings,maybe
50,dedicated_bo_staff,bo staff,dedicated,with a photo,maybe
50,dedicated_hand_truck,hand truck,dedicated,wrapped in newspaper,maybe
50,dedicated_magic_lantern,magic lantern,dedicated,won at carnival,maybe
50,dedicated_name_tag_maker,name tag maker,dedicated,smelling of perfume,maybe
50,dedicated_neon_beer_sign,neon beer sign,dedicated,zip-tied,maybe
50,dedicated_placemat_set,placemat set,dedicated,with a dead battery,maybe
50,dedicated_power_strip_fire,power strip fire,dedicated,from a flood,maybe
50,dedicated_pressing_cloth,pressing cloth,dedicated,glued shut,maybe
50,dedicated_smoke_bombs_novelty,smoke bombs novelty,dedicated,from a flood,maybe
50,dedicated_sneezing_powder,sneezing powder,dedicated,never opened,maybe
50,dedicated_soap_dish_shell,soap dish shell,dedicated,from a flood,maybe
50,dedicated_speed_bag,speed bag,dedicated,full of rice,maybe
50,dedicated_utensil_set_kids,utensil set kids,dedicated,won at carnival,maybe
50,dedicated_yo_yo_collection,yo-yo collection,dedicated,from a flood,maybe
50,expired_action_figure_mint,action figure mint,expired,labeled DO NOT SELL,maybe
50,expired_aquarium_filter,aquarium filter,expired,full of sand,yes
50,expired_chip_carousel,chip carousel,expired,smelling of perfume,maybe
50,expired_cone_of_shame,cone of shame,expired,padlocked,maybe
50,expired_cricket_keeper,cricket keeper,expired,from a fire sale,maybe
50,expired_dice_fuzzy,dice fuzzy,expired,labeled MOM,maybe
50,expired_fake_vomit,fake vomit,expired,with no power cord,maybe
50,expired_gag_teeth,gag teeth,expired,never opened,maybe
50,expired_game_boy,Game Boy,expired,in a trash bag,maybe
50,expired_gopro_mount_only,gopro mount only,expired,with the wrong remote,maybe
50,expired_hat_box_tower,hat box tower,expired,smelling of smoke,maybe
50,expired_ipod_classic,iPod classic,expired,with a receipt,maybe
50,expired_ir_thermometer,IR thermometer,expired,with a photo,maybe
50,expired_jumper_cables,jumper cables,expired,smelling of smoke,maybe
50,expired_license_plate,license plate,expired,from a flood,maybe
50,expired_magic_cards_bulk,Magic cards bulk,expired,labeled FREE,maybe
50,expired_matchbook_collection,matchbook collection,expired,taped shut,maybe
50,expired_meat_grinder,meat grinder,expired,full of rice,maybe
50,expired_medical_dummy,medical dummy,expired,won at carnival,maybe
50,expired_menorah,menorah,expired,full of sand,maybe
50,expired_minidisc_player,MiniDisc player,expired,glued shut,maybe
50,expired_music_box_ballerina,music box ballerina,expired,zip-tied,maybe
50,expired_napkin_dispenser,napkin dispenser,expired,full of rice,maybe
50,expired_prayer_beads,prayer beads,expired,with a note,maybe
50,expired_punching_bag,punching bag,expired,taped shut,maybe
50,expired_stethoscope,stethoscope,expired,in a trash bag,maybe
50,expired_wine_thief,wine thief,expired,with a photo,maybe
50,expired_wrist_guards,wrist guards,expired,with the wrong remote,maybe
50,expired_zipper_bag,zipper bag,expired,with a receipt,maybe
50,foreclosure_bench_vise,bench vise,foreclosure,full of rice,maybe
